Line: R29, Position: 79, Quotient: 0, Password: 0
Line: L46, Position: 54, Quotient: -1, Password: 756
Line: R550, Position: 4, Quotient: 1, Password: 762
Line: L4, Position: 0, Quotient: 0, Password: 763
Line: R49, Position: 49, Quotient: 0, Password: 763
Line: L29, Position: 20, Quotient: 0, Password: 763
Line: R80, Position: 0, Quotient: 1, Password: 764
Line: R62, Position: 62, Quotient: 0, Password: 764
Line: R74, Position: 36, Quotient: 1, Password: 765
Line: R64, Position: 0, Quotient: 1, Password: 766
Line: L4, Position: 96, Quotient: -1, Password: 766
Line: R87, Position: 83, Quotient: 1, Password: 767
Line: L27, Position: 56, Quotient: 0, Password: 767
Line: R17, Position: 73, Quotient: 0, Password: 767
Line: R511, Position: 84, Quotient: 0, Password: 772
Line: R282, Position: 66, Quotient: 1, Password: 775
Line: R2, Position: 68, Quotient: 0, Password: 775
Line: R5, Position: 73, Quotient: 0, Password: 775
Line: L39, Position: 34, Quotient: 0, Password: 775
Line: L560, Position: 74, Quotient: -1, Password: 781
Line: L3, Position: 71, Quotient: 0, Password: 781
Line: R629, Position: 0, Quotient: 1, Password: 788
Line: L887, Position: 13, Quotient: -1, Password: 796
Line: L13, Position: 0, Quotient: 0, Password: 797
Line: L31, Position: 69, Quotient: -1, Password: 797
Line: R31, Position: 0, Quotient: 1, Password: 798
Line: R532, Position: 32, Quotient: 0, Password: 803
Line: R44, Position: 76, Quotient: 0, Password: 803
Line: L413, Position: 63, Quotient: 0, Password: 807
Line: L74, Position: 89, Quotient: -1, Password: 808
Line: L95, Position: 94, Quotient: -1, Password: 809
Line: R6, Position: 0, Quotient: 1, Password: 810
Line: L98, Position: 2, Quotient: -1, Password: 810
Line: R91, Position: 93, Quotient: 0, Password: 810
Line: R81, Position: 74, Quotient: 1, Password: 811
Line: L96, Position: 78, Quotient: -1, Password: 812
Line: R22, Position: 0, Quotient: 1, Password: 813
Line: L1, Position: 99, Quotient: -1, Password: 813
Line: L33, Position: 66, Quotient: 0, Password: 813
Line: L24, Position: 42, Quotient: 0, Password: 813
Line: R58, Position: 0, Quotient: 1, Password: 814
Line: L81, Position: 19, Quotient: -1, Password: 814
Line: R381, Position: 0, Quotient: 1, Password: 818
Line: R10, Position: 10, Quotient: 0, Password: 818
Line: R37, Position: 47, Quotient: 0, Password: 818
Line: L47, Position: 0, Quotient: 0, Password: 819
Line: L24, Position: 76, Quotient: -1, Password: 819
Line: L176, Position: 0, Quotient: 0, Password: 821
Line: L28, Position: 72, Quotient: -1, Password: 821
Line: R53, Position: 25, Quotient: 1, Password: 822
Line: L441, Position: 84, Quotient: -1, Password: 827
Line: R21, Position: 5, Quotient: 1, Password: 828
Line: R45, Position: 50, Quotient: 0, Password: 828
Line: L32, Position: 18, Quotient: 0, Password: 828
Line: L58, Position: 60, Quotient: -1, Password: 829
Line: R42, Position: 2, Quotient: 1, Password: 830
Line: R472, Position: 74, Quotient: 0, Password: 834
Line: L431, Position: 43, Quotient: 0, Password: 838
Line: R38, Position: 81, Quotient: 0, Password: 838
Line: R51, Position: 32, Quotient: 1, Password: 839
Line: R12, Position: 44, Quotient: 0, Password: 839
Line: L63, Position: 81, Quotient: -1, Password: 840
Line: R19, Position: 0, Quotient: 1, Password: 841
Line: L56, Position: 44, Quotient: -1, Password: 841
Line: R28, Position: 72, Quotient: 0, Password: 841
Line: L15, Position: 57, Quotient: 0, Password: 841
Line: L254, Position: 3, Quotient: 0, Password: 843
Line: L597, Position: 6, Quotient: -1, Password: 849
Line: R87, Position: 93, Quotient: 0, Password: 849
Line: R481, Position: 74, Quotient: 1, Password: 854
Line: R76, Position: 50, Quotient: 1, Password: 855
Line: R35, Position: 85, Quotient: 0, Password: 855
Line: R88, Position: 73, Quotient: 1, Password: 856
Line: L10, Position: 63, Quotient: 0, Password: 856
Line: L33, Position: 30, Quotient: 0, Password: 856
Line: L30, Position: 0, Quotient: 0, Password: 857
Line: R156, Position: 56, Quotient: 0, Password: 858
Line: L56, Position: 0, Quotient: 0, Password: 859
Line: L25, Position: 75, Quotient: -1, Password: 859
Line: R91, Position: 66, Quotient: 1, Password: 860
Line: R605, Position: 71, Quotient: 0, Password: 866
Line: L671, Position: 0, Quotient: 0, Password: 873
Line: L66, Position: 34, Quotient: -1, Password: 873
Line: L93, Position: 41, Quotient: -1, Password: 874
Line: L37, Position: 4, Quotient: 0, Password: 874
Line: R96, Position: 0, Quotient: 1, Password: 875
Line: L32, Position: 68, Quotient: -1, Password: 875
Line: R11, Position: 79, Quotient: 0, Password: 875
Line: L21, Position: 58, Quotient: 0, Password: 875
Line: R22, Position: 80, Quotient: 0, Password: 875
Line: R26, Position: 6, Quotient: 1, Password: 876
Line: R594, Position: 0, Quotient: 1, Password: 882
Line: L61, Position: 39, Quotient: -1, Password: 882
Line: L39, Position: 0, Quotient: 0, Password: 883
Line: R76, Position: 76, Quotient: 0, Password: 883
Line: L90, Position: 86, Quotient: -1, Password: 884
Line: R93, Position: 79, Quotient: 1, Password: 885
Line: R16, Position: 95, Quotient: 0, Password: 885
Line: R91, Position: 86, Quotient: 1, Password: 886
Line: R20, Position: 6, Quotient: 1, Password: 887
Line: L54, Position: 52, Quotient: -1, Password: 888
Line: R59, Position: 11, Quotient: 1, Password: 889
Line: L833, Position: 78, Quotient: -1, Password: 898
Line: R89, Position: 67, Quotient: 1, Password: 899
Line: R33, Position: 0, Quotient: 1, Password: 900
Line: R78, Position: 78, Quotient: 0, Password: 900
Line: L78, Position: 0, Quotient: 0, Password: 901
Line: R92, Position: 92, Quotient: 0, Password: 901
Line: R36, Position: 28, Quotient: 1, Password: 902
Line: R72, Position: 0, Quotient: 1, Password: 903
Line: L95, Position: 5, Quotient: -1, Password: 903
Line: L20, Position: 85, Quotient: -1, Password: 904
Line: L165, Position: 20, Quotient: 0, Password: 905
Line: L65, Position: 55, Quotient: -1, Password: 906
Line: L50, Position: 5, Quotient: 0, Password: 906
Line: R195, Position: 0, Quotient: 1, Password: 908
Line: L674, Position: 26, Quotient: -1, Password: 914
Line: L10, Position: 16, Quotient: 0, Password: 914
Line: L99, Position: 17, Quotient: -1, Password: 915
Line: R98, Position: 15, Quotient: 1, Password: 916
Line: R46, Position: 61, Quotient: 0, Password: 916
Line: L32, Position: 29, Quotient: 0, Password: 916
Line: R377, Position: 6, Quotient: 1, Password: 920
Line: R194, Position: 0, Quotient: 1, Password: 922
Line: R99, Position: 99, Quotient: 0, Password: 922
Line: L27, Position: 72, Quotient: 0, Password: 922
Line: L872, Position: 0, Quotient: 0, Password: 931
Line: R26, Position: 26, Quotient: 0, Password: 931
Line: R74, Position: 0, Quotient: 1, Password: 932
Line: R580, Position: 80, Quotient: 0, Password: 937
Line: L7, Position: 73, Quotient: 0, Password: 937
Line: R48, Position: 21, Quotient: 1, Password: 938
Line: R79, Position: 0, Quotient: 1, Password: 939
Line: R10, Position: 10, Quotient: 0, Password: 939
Line: L981, Position: 29, Quotient: -1, Password: 949
Line: R29, Position: 58, Quotient: 0, Password: 949
Line: R42, Position: 0, Quotient: 1, Password: 950
Line: R32, Position: 32, Quotient: 0, Password: 950
Line: L32, Position: 0, Quotient: 0, Password: 951
Line: R20, Position: 20, Quotient: 0, Password: 951
Line: R59, Position: 79, Quotient: 0, Password: 951
Line: R21, Position: 0, Quotient: 1, Password: 952
Line: L62, Position: 38, Quotient: -1, Password: 952
Line: L87, Position: 51, Quotient: -1, Password: 953
Line: L851, Position: 0, Quotient: 0, Password: 962
Line: R15, Position: 15, Quotient: 0, Password: 962
Line: L79, Position: 36, Quotient: -1, Password: 963
Line: R64, Position: 0, Quotient: 1, Password: 964
Line: L80, Position: 20, Quotient: -1, Password: 964
Line: R96, Position: 16, Quotient: 1, Password: 965
Line: L16, Position: 0, Quotient: 0, Password: 966
Line: L56, Position: 44, Quotient: -1, Password: 966
Line: R19, Position: 63, Quotient: 0, Password: 966
Line: L373, Position: 90, Quotient: -1, Password: 970
Line: L90, Position: 0, Quotient: 0, Password: 971
Line: L886, Position: 14, Quotient: -1, Password: 979
Line: L88, Position: 26, Quotient: -1, Password: 980
Line: L26, Position: 0, Quotient: 0, Password: 981
Line: R7, Position: 7, Quotient: 0, Password: 981
Line: L85, Position: 22, Quotient: -1, Password: 982
Line: L12, Position: 10, Quotient: 0, Password: 982
Line: L87, Position: 23, Quotient: -1, Password: 983
Line: R77, Position: 0, Quotient: 1, Password: 984
Line: R97, Position: 97, Quotient: 0, Password: 984
Line: L8, Position: 89, Quotient: 0, Password: 984
Line: L589, Position: 0, Quotient: 0, Password: 990
Line: R57, Position: 57, Quotient: 0, Password: 990
Line: R1, Position: 58, Quotient: 0, Password: 990
Line: L58, Position: 0, Quotient: 0, Password: 991
Line: L62, Position: 38, Quotient: -1, Password: 991
Line: R18, Position: 56, Quotient: 0, Password: 991
Line: R77, Position: 33, Quotient: 1, Password: 992
Line: R94, Position: 27, Quotient: 1, Password: 993
Line: R73, Position: 0, Quotient: 1, Password: 994
Line: R862, Position: 62, Quotient: 0, Password: 1002
Line: L62, Position: 0, Quotient: 0, Password: 1003
Line: L71, Position: 29, Quotient: -1, Password: 1003
Line: R71, Position: 0, Quotient: 1, Password: 1004
Line: L3, Position: 97, Quotient: -1, Password: 1004
Line: R46, Position: 43, Quotient: 1, Password: 1005
Line: L60, Position: 83, Quotient: -1, Password: 1006
Line: L32, Position: 51, Quotient: 0, Password: 1006
Line: R915, Position: 66, Quotient: 0, Password: 1015
Line: R91, Position: 57, Quotient: 1, Password: 1016
Line: L42, Position: 15, Quotient: 0, Password: 1016
Line: R17, Position: 32, Quotient: 0, Password: 1016
Line: R9, Position: 41, Quotient: 0, Password: 1016
Line: R22, Position: 63, Quotient: 0, Password: 1016
Line: R3, Position: 66, Quotient: 0, Password: 1016
Line: R63, Position: 29, Quotient: 1, Password: 1017
Line: L29, Position: 0, Quotient: 0, Password: 1018
Line: R96, Position: 96, Quotient: 0, Password: 1018
Line: R58, Position: 54, Quotient: 1, Password: 1019
Line: R37, Position: 91, Quotient: 0, Password: 1019
Line: L60, Position: 31, Quotient: 0, Password: 1019
Line: R297, Position: 28, Quotient: 1, Password: 1022
Line: R83, Position: 11, Quotient: 1, Password: 1023
Line: L2, Position: 9, Quotient: 0, Password: 1023
Line: L73, Position: 36, Quotient: -1, Password: 1024
Line: L20, Position: 16, Quotient: 0, Password: 1024
Line: R590, Position: 6, Quotient: 1, Password: 1030
Line: L15, Position: 91, Quotient: -1, Password: 1031
Line: R76, Position: 67, Quotient: 1, Password: 1032
Line: L73, Position: 94, Quotient: -1, Password: 1033
Line: R66, Position: 60, Quotient: 1, Password: 1034
Line: R40, Position: 0, Quotient: 1, Password: 1035
Line: L69, Position: 31, Quotient: -1, Password: 1035
Line: R82, Position: 13, Quotient: 1, Password: 1036
Line: R290, Position: 3, Quotient: 1, Password: 1039
Line: L23, Position: 80, Quotient: -1, Password: 1040
Line: L80, Position: 0, Quotient: 0, Password: 1041
Line: L50, Position: 50, Quotient: -1, Password: 1041
Line: R250, Position: 0, Quotient: 1, Password: 1044
Line: L66, Position: 34, Quotient: -1, Password: 1044
Line: L34, Position: 0, Quotient: 0, Password: 1045
Line: R213, Position: 13, Quotient: 0, Password: 1047
Line: R83, Position: 96, Quotient: 0, Password: 1047
Line: L96, Position: 0, Quotient: 0, Password: 1048
Line: L339, Position: 61, Quotient: -1, Password: 1051
Line: L61, Position: 0, Quotient: 0, Password: 1052
Line: L98, Position: 2, Quotient: -1, Password: 1052
Line: L69, Position: 33, Quotient: -1, Password: 1053
Line: R94, Position: 27, Quotient: 1, Password: 1054
Line: L27, Position: 0, Quotient: 0, Password: 1055
Line: L4, Position: 96, Quotient: -1, Password: 1055
Line: L34, Position: 62, Quotient: 0, Password: 1055
Line: L76, Position: 86, Quotient: -1, Password: 1056
Line: R83, Position: 69, Quotient: 1, Password: 1057
Line: L469, Position: 0, Quotient: 0, Password: 1062
Line: L618, Position: 82, Quotient: -1, Password: 1068
Line: R952, Position: 34, Quotient: 1, Password: 1078
Line: R17, Position: 51, Quotient: 0, Password: 1078
Line: R49, Position: 0, Quotient: 1, Password: 1079
Line: R16, Position: 16, Quotient: 0, Password: 1079
Line: R64, Position: 80, Quotient: 0, Password: 1079
Line: L80, Position: 0, Quotient: 0, Password: 1080
Line: R65, Position: 65, Quotient: 0, Password: 1080
Line: R35, Position: 0, Quotient: 1, Password: 1081
Line: L178, Position: 22, Quotient: -1, Password: 1082
Line: R36, Position: 58, Quotient: 0, Password: 1082
Line: L11, Position: 47, Quotient: 0, Password: 1082
Line: R153, Position: 0, Quotient: 1, Password: 1084
Line: R64, Position: 64, Quotient: 0, Password: 1084
Line: L62, Position: 2, Quotient: 0, Password: 1084
Line: R68, Position: 70, Quotient: 0, Password: 1084
Line: R24, Position: 94, Quotient: 0, Password: 1084
Line: L78, Position: 16, Quotient: 0, Password: 1084
Line: R84, Position: 0, Quotient: 1, Password: 1085
Line: R47, Position: 47, Quotient: 0, Password: 1085
Line: L26, Position: 21, Quotient: 0, Password: 1085
Line: R102, Position: 23, Quotient: 0, Password: 1086
Line: L881, Position: 42, Quotient: -1, Password: 1095
Line: L47, Position: 95, Quotient: -1, Password: 1096
Line: L95, Position: 0, Quotient: 0, Password: 1097
Line: R93, Position: 93, Quotient: 0, Password: 1097
Line: L50, Position: 43, Quotient: 0, Password: 1097
Line: L643, Position: 0, Quotient: 0, Password: 1104
Line: L77, Position: 23, Quotient: -1, Password: 1104
Line: L71, Position: 52, Quotient: -1, Password: 1105
Line: L48, Position: 4, Quotient: 0, Password: 1105
Line: L4, Position: 0, Quotient: 0, Password: 1106
Line: L68, Position: 32, Quotient: -1, Password: 1106
Line: R41, Position: 73, Quotient: 0, Password: 1106
Line: L6, Position: 67, Quotient: 0, Password: 1106
Line: R666, Position: 33, Quotient: 1, Password: 1113
Line: R67, Position: 0, Quotient: 1, Password: 1114
Line: R70, Position: 70, Quotient: 0, Password: 1114
Line: R61, Position: 31, Quotient: 1, Password: 1115
Line: L53, Position: 78, Quotient: -1, Password: 1116
Line: L32, Position: 46, Quotient: 0, Password: 1116
Line: L59, Position: 87, Quotient: -1, Password: 1117
Line: L87, Position: 0, Quotient: 0, Password: 1118
Line: L85, Position: 15, Quotient: -1, Password: 1118
Line: L207, Position: 8, Quotient: 0, Password: 1120
Line: R92, Position: 0, Quotient: 1, Password: 1121
Line: L55, Position: 45, Quotient: -1, Password: 1121
Line: R68, Position: 13, Quotient: 1, Password: 1122
Line: L58, Position: 55, Quotient: -1, Password: 1123
Line: R93, Position: 48, Quotient: 1, Password: 1124
Line: R52, Position: 0, Quotient: 1, Password: 1125
Line: L824, Position: 76, Quotient: -1, Password: 1133
Line: R54, Position: 30, Quotient: 1, Password: 1134
Line: R52, Position: 82, Quotient: 0, Password: 1134
Line: R18, Position: 0, Quotient: 1, Password: 1135
Line: L62, Position: 38, Quotient: -1, Password: 1135
Line: R62, Position: 0, Quotient: 1, Password: 1136
Line: L35, Position: 65, Quotient: -1, Password: 1136
Line: L81, Position: 84, Quotient: -1, Password: 1137
Line: L784, Position: 0, Quotient: 0, Password: 1145
Line: L296, Position: 4, Quotient: -1, Password: 1147
Line: L39, Position: 65, Quotient: -1, Password: 1148
Line: L24, Position: 41, Quotient: 0, Password: 1148
Line: L41, Position: 0, Quotient: 0, Password: 1149
Line: L72, Position: 28, Quotient: -1, Password: 1149
Line: R97, Position: 25, Quotient: 1, Password: 1150
Line: R10, Position: 35, Quotient: 0, Password: 1150
Line: R45, Position: 80, Quotient: 0, Password: 1150
Line: L96, Position: 84, Quotient: -1, Password: 1151
Line: R55, Position: 39, Quotient: 1, Password: 1152
Line: L439, Position: 0, Quotient: 0, Password: 1157
Line: R98, Position: 98, Quotient: 0, Password: 1157
Line: L50, Position: 48, Quotient: 0, Password: 1157
Line: R53, Position: 1, Quotient: 1, Password: 1158
Line: R65, Position: 66, Quotient: 0, Password: 1158
Line: L2, Position: 64, Quotient: 0, Password: 1158
Line: R44, Position: 8, Quotient: 1, Password: 1159
Line: R96, Position: 4, Quotient: 1, Password: 1160
Line: R15, Position: 19, Quotient: 0, Password: 1160
Line: L52, Position: 67, Quotient: -1, Password: 1161
Line: R91, Position: 58, Quotient: 1, Password: 1162
Line: R202, Position: 60, Quotient: 0, Password: 1164
Line: R14, Position: 74, Quotient: 0, Password: 1164
Line: R26, Position: 0, Quotient: 1, Password: 1165
Line: R718, Position: 18, Quotient: 0, Password: 1172
Line: L62, Position: 56, Quotient: -1, Password: 1173
Line: L79, Position: 77, Quotient: -1, Password: 1174
Line: R52, Position: 29, Quotient: 1, Password: 1175
Line: R513, Position: 42, Quotient: 0, Password: 1180
Line: L42, Position: 0, Quotient: 0, Password: 1181
Line: R229, Position: 29, Quotient: 0, Password: 1183
Line: L532, Position: 97, Quotient: -1, Password: 1189
Line: R50, Position: 47, Quotient: 1, Password: 1190
Line: L516, Position: 31, Quotient: 0, Password: 1195
Line: R94, Position: 25, Quotient: 1, Password: 1196
Line: L88, Position: 37, Quotient: -1, Password: 1197
Line: R63, Position: 0, Quotient: 1, Password: 1198
Line: L27, Position: 73, Quotient: -1, Password: 1198
Line: L106, Position: 67, Quotient: 0, Password: 1199
Line: R30, Position: 97, Quotient: 0, Password: 1199
Line: L49, Position: 48, Quotient: 0, Password: 1199
